date,state,district,block_id,block_name,panchayat_id,panchayat_name,rainfall_mm,n_cells,mapping_method,fallback_distance_m
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196191,GOPULA PURAM,0.14839430898427963,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196192,HANAKANAHAL,0.056585267186164856,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196195,KALEKURTHY,0.2293408426988119,4,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196196,KANEKAL,0.735272228717804,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196197,MALYAM,0.6206533908843994,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196198,N.HANUMAPURAM,0.7605683610914101,2,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196199,RATCHUMARRI,0.10826659947633743,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196200,SOLLAPURAM,0.5609785914421082,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196201,THUMBIGANUR,0.7727150917053223,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196202,UDEGOLAM,0.8458389639854431,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4713,KANEKAL,196203,YERRAGUNTA,0.8866291382592487,5,area_weighted,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196219,ARAVAKUR,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196220,CHOLASAMUDRAM,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196221,GOTUKURU,0.004903935361653566,1,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196222,IPPERU,0.004903935361653566,2,direct_grid,
2022-07-10,ANDHRA PRADESH,Anantapur,4715,KUDAIR,196223,JALLIPALLI,0.6552695780992508,2,direct_grid,
